sku,sku_description,price,weight_lb,length_in,width_in,height_in,department,popularity
SKU002648,sku_description_2648,401.82,73.93,5.1,51.4,28.9,Dept_3,2.629518862787418e-05
SKU002649,sku_description_2649,347.89,16.51,13.2,36.8,1.9,Dept_19,9.352572192679266e-07
SKU002650,sku_description_2650,367.79,156.35,43.7,56.0,12.4,Dept_18,1.988176309981136e-06
SKU002651,sku_description_2651,169.48,66.93,10.2,44.0,46.4,Dept_14,2.3511202966546008e-06
SKU002652,sku_description_2652,296.86,133.25,52.3,23.8,11.7,Dept_7,5.418997745304055e-07
SKU002653,sku_description_2653,297.74,69.34,15.9,15.8,51.7,Dept_24,2.2659688725440436e-05
SKU002654,sku_description_2654,44.73,159.21,59.3,38.6,18.6,Dept_8,1.402065541061373e-05
SKU002655,sku_description_2655,614.75,177.69,12.4,46.2,12.4,Dept_15,5.008309870731434e-05
SKU002656,sku_description_2656,334.95,167.52,73.3,40.6,8.8,Dept_24,2.7469595440418776e-06
SKU002657,sku_description_2657,658.28,96.95,66.6,37.6,39.3,Dept_9,0.00010692981003571124
SKU002658,sku_description_2658,680.73,16.88,83.4,7.2,52.4,Dept_16,4.709486869814668e-06
SKU002659,sku_description_2659,171.96,74.41,8.0,36.7,34.8,Dept_11,4.2907566900042284e-05
SKU002660,sku_description_2660,526.91,84.95,50.9,2.6,28.6,Dept_4,4.855676067174677e-06
SKU002661,sku_description_2661,379.41,192.05,64.4,4.3,27.2,Dept_18,1.7656574152084257e-06
SKU002662,sku_description_2662,704.48,113.14,81.4,16.6,26.1,Dept_21,0.00015181320274417493
SKU002663,sku_description_2663,174.95,128.21,44.4,9.2,55.5,Dept_1,3.2255142063440863e-06
SKU002664,sku_description_2664,543.22,156.42,85.7,15.2,59.9,Dept_15,4.4223972297928415e-05
SKU002665,sku_description_2665,487.38,113.68,12.8,58.3,40.1,Dept_8,1.0500905168764444e-05
SKU002666,sku_description_2666,238.36,119.74,40.1,56.2,41.6,Dept_17,1.1151413580004142e-06
SKU002667,sku_description_2667,111.87,49.14,24.3,6.2,57.1,Dept_16,1.0522340796883247e-06
SKU002668,sku_description_2668,522.36,11.87,15.7,6.9,1.0,Dept_23,5.190028072202228e-05
SKU002669,sku_description_2669,591.66,144.31,27.2,35.7,13.8,Dept_2,3.509951132548347e-06
SKU002670,sku_description_2670,254.55,169.75,60.5,56.8,52.2,Dept_13,4.860903477664952e-06
SKU002671,sku_description_2671,516.93,82.46,44.5,46.2,42.2,Dept_18,7.022073797893393e-06
SKU002672,sku_description_2672,317.92,109.83,18.0,41.9,4.4,Dept_5,1.9748075943746942e-05
SKU002673,sku_description_2673,571.43,61.53,4.8,25.4,5.6,Dept_8,6.208132815895739e-06
SKU002674,sku_description_2674,161.77,90.1,83.3,42.9,24.0,Dept_25,6.357097127959944e-07
SKU002675,sku_description_2675,712.5,41.86,29.6,37.0,54.1,Dept_16,8.081946365036621e-06
SKU002676,sku_description_2676,232.07,152.0,13.2,47.9,38.5,Dept_7,1.1913317815922398e-05
SKU002677,sku_description_2677,296.13,98.43,14.9,55.3,54.3,Dept_4,2.6774764088277162e-05
SKU002678,sku_description_2678,49.3,109.48,24.3,44.8,25.2,Dept_12,5.4297644732630675e-06
SKU002679,sku_description_2679,91.88,7.51,22.3,15.8,5.4,Dept_9,7.97214505344347e-06
SKU002680,sku_description_2680,414.14,124.52,26.6,29.7,18.4,Dept_12,1.2056946309183632e-06
SKU002681,sku_description_2681,216.27,40.61,21.8,43.9,46.4,Dept_7,1.967381155196784e-05
SKU002682,sku_description_2682,668.88,76.74,39.9,49.4,31.9,Dept_10,3.406480835416423e-07
SKU002683,sku_description_2683,14.71,82.6,69.4,14.8,46.2,Dept_12,5.958325652041437e-06
SKU002684,sku_description_2684,305.14,89.8,4.4,34.4,36.4,Dept_18,3.129667846224916e-05
SKU002685,sku_description_2685,271.86,45.56,18.8,56.5,51.4,Dept_17,1.666603895762764e-05
SKU002686,sku_description_2686,18.4,170.04,64.7,40.9,11.9,Dept_13,1.1704579703904587e-05
SKU002687,sku_description_2687,102.12,85.63,15.1,33.4,19.1,Dept_1,1.9232214285845536e-05
SKU002688,sku_description_2688,332.67,122.47,67.2,42.5,48.0,Dept_3,4.049985967878e-06
SKU002689,sku_description_2689,395.81,122.83,47.3,34.6,23.4,Dept_7,1.5818941811067996e-06
SKU002690,sku_description_2690,325.22,121.44,79.6,18.9,21.8,Dept_12,9.64126184737713e-06
SKU002691,sku_description_2691,426.16,111.91,2.9,25.6,38.7,Dept_7,7.191851278384014e-05
SKU002692,sku_description_2692,477.32,164.54,71.0,50.2,34.2,Dept_15,2.081533100894343e-05
SKU002693,sku_description_2693,10.91,162.54,52.4,36.1,13.9,Dept_1,7.732799870981024e-06
SKU002694,sku_description_2694,372.88,83.49,43.3,26.8,15.8,Dept_5,2.5310345970436632e-05
SKU002695,sku_description_2695,770.91,127.21,14.8,8.5,29.2,Dept_5,1.1672032300307849e-06
SKU002696,sku_description_2696,416.67,20.66,22.6,8.7,31.9,Dept_7,0.0005910836418000304
SKU002697,sku_description_2697,543.0,18.25,71.2,10.8,38.0,Dept_6,1.5946674181759678e-06
SKU002698,sku_description_2698,251.56,96.04,15.1,55.7,48.2,Dept_22,9.321386938809515e-06
SKU002699,sku_description_2699,619.87,180.05,48.4,57.5,56.3,Dept_19,9.311921821143592e-06
SKU002700,sku_description_2700,619.02,130.03,20.3,44.5,44.5,Dept_9,1.0575230110625864e-05
SKU002701,sku_description_2701,418.47,133.88,45.1,4.8,46.4,Dept_18,2.3512412149899022e-05
SKU002702,sku_description_2702,780.88,31.62,24.4,36.9,54.8,Dept_12,2.4960786245000456e-05
SKU002703,sku_description_2703,103.06,90.72,32.9,38.2,18.3,Dept_11,8.092836371662518e-06
SKU002704,sku_description_2704,16.51,80.22,72.6,59.1,33.7,Dept_21,8.323587416851677e-05
SKU002705,sku_description_2705,616.82,156.62,5.3,15.9,54.1,Dept_3,1.2071680877331982e-05
SKU002706,sku_description_2706,646.3,27.65,83.3,43.9,37.1,Dept_25,6.10886685969833e-06
SKU002707,sku_description_2707,98.81,107.88,30.1,59.6,42.1,Dept_11,8.932692665148935e-05
SKU002708,sku_description_2708,214.67,182.28,54.5,56.5,15.0,Dept_18,2.211874640159006e-05
SKU002709,sku_description_2709,16.99,178.5,21.5,22.6,2.5,Dept_24,3.1149950746645117e-06
SKU002710,sku_description_2710,236.77,170.48,33.6,10.2,3.7,Dept_2,7.3394011520731535e-06
SKU002711,sku_description_2711,619.19,75.06,42.5,6.4,5.9,Dept_17,9.148918921633913e-07
SKU002712,sku_description_2712,415.81,188.23,62.6,5.5,36.9,Dept_22,1.5408808280613883e-05
SKU002713,sku_description_2713,280.43,161.08,78.8,7.1,17.8,Dept_7,1.3703129450040112e-06
SKU002714,sku_description_2714,299.28,170.24,78.2,58.8,19.0,Dept_9,5.928930693314865e-06
SKU002715,sku_description_2715,4.08,186.48,31.7,59.2,21.6,Dept_9,0.00013248275922845822
SKU002716,sku_description_2716,241.94,187.41,9.8,8.7,20.9,Dept_23,0.00012735228930486642
SKU002717,sku_description_2717,518.23,48.09,83.4,6.7,56.3,Dept_6,1.1702531069404899e-06
SKU002718,sku_description_2718,779.43,25.62,4.7,40.5,23.0,Dept_8,9.125016376339598e-07
SKU002719,sku_description_2719,678.11,138.21,79.5,49.5,30.9,Dept_24,2.752738280123437e-09
SKU002720,sku_description_2720,21.81,112.69,4.3,46.0,38.9,Dept_9,1.1800424961166594e-06
SKU002721,sku_description_2721,719.15,65.55,87.9,2.5,58.9,Dept_25,4.54076874431891e-06
SKU002722,sku_description_2722,627.21,136.92,3.0,27.2,44.4,Dept_10,2.389523302877155e-05
SKU002723,sku_description_2723,624.96,12.49,3.5,43.8,36.4,Dept_9,1.1622982499246457e-06
SKU002724,sku_description_2724,368.02,9.54,46.8,49.1,19.0,Dept_19,2.5463652948336545e-06
SKU002725,sku_description_2725,320.21,70.93,60.7,42.3,53.4,Dept_21,0.00013827383356762376
SKU002726,sku_description_2726,244.42,38.85,33.0,21.1,44.5,Dept_18,2.58097510814319e-07
SKU002727,sku_description_2727,55.36,143.74,55.3,17.7,8.4,Dept_19,1.5646160707461887e-05
SKU002728,sku_description_2728,184.9,189.61,76.4,50.1,43.3,Dept_20,1.955837773207789e-05
SKU002729,sku_description_2729,199.54,132.36,72.0,33.5,3.8,Dept_22,2.7090713020936114e-06
SKU002730,sku_description_2730,388.81,130.99,79.8,16.8,50.7,Dept_19,2.774015422195191e-06
SKU002731,sku_description_2731,598.71,1.42,16.0,52.3,48.8,Dept_1,1.3706437657564595e-05
SKU002732,sku_description_2732,380.63,102.5,21.8,49.4,47.3,Dept_9,6.117714294437015e-06
SKU002733,sku_description_2733,49.1,163.44,53.7,30.6,34.8,Dept_12,1.7770782609513798e-06
SKU002734,sku_description_2734,766.36,130.86,65.7,49.0,8.9,Dept_10,1.996967138616881e-06
SKU002735,sku_description_2735,754.35,45.63,11.4,8.0,57.4,Dept_1,6.864206253139436e-06
SKU002736,sku_description_2736,628.8,169.71,17.5,54.6,29.0,Dept_1,7.541216901260865e-07
SKU002737,sku_description_2737,793.09,192.88,83.2,58.7,30.1,Dept_3,1.5178445826354886e-05
SKU002738,sku_description_2738,436.95,55.87,4.3,2.6,37.5,Dept_20,5.862625583636347e-07
SKU002739,sku_description_2739,770.33,41.5,37.4,52.3,21.9,Dept_22,1.7666427732270267e-05
SKU002740,sku_description_2740,63.26,67.77,20.6,45.6,40.1,Dept_21,5.418123480759943e-06
SKU002741,sku_description_2741,294.45,12.73,70.1,51.6,41.1,Dept_20,3.5901663442339605e-08
SKU002742,sku_description_2742,182.63,174.7,78.0,19.2,57.0,Dept_15,1.7363429369710321e-06
SKU002743,sku_description_2743,159.08,185.87,23.7,57.4,10.6,Dept_22,2.866414340501404e-06
SKU002744,sku_description_2744,115.22,126.7,53.9,50.3,31.8,Dept_22,5.479784891953488e-06
SKU002745,sku_description_2745,499.06,152.89,76.2,25.9,36.0,Dept_4,2.9336630697515743e-05
SKU002746,sku_description_2746,625.71,133.76,54.7,47.7,43.5,Dept_11,1.053199523137217e-05
SKU002747,sku_description_2747,463.9,75.53,54.9,26.7,3.9,Dept_21,9.568239371496986e-06
SKU002748,sku_description_2748,120.13,126.45,38.3,21.1,11.2,Dept_23,2.272899828291985e-06
SKU002749,sku_description_2749,649.47,167.28,59.5,10.5,3.9,Dept_1,2.3338524804877e-06
SKU002750,sku_description_2750,509.86,162.0,86.5,55.8,30.9,Dept_24,8.889399356826812e-07
SKU002751,sku_description_2751,312.37,16.3,28.4,15.4,51.5,Dept_5,1.0465778754225332e-05
SKU002752,sku_description_2752,540.28,92.57,19.7,31.6,39.4,Dept_15,2.613423789333564e-06
SKU002753,sku_description_2753,210.14,79.52,86.3,32.6,32.5,Dept_22,2.2071909618131173e-06
SKU002754,sku_description_2754,278.12,150.43,7.3,4.0,1.6,Dept_22,9.816714013276996e-06
SKU002755,sku_description_2755,734.24,100.33,75.9,48.2,8.7,Dept_15,4.435324212322388e-06
SKU002756,sku_description_2756,234.53,70.01,82.1,42.2,36.0,Dept_16,3.791654857819304e-06
SKU002757,sku_description_2757,377.58,141.3,21.3,18.8,15.3,Dept_24,1.083173863638553e-05
SKU002758,sku_description_2758,712.44,94.77,39.5,56.1,58.8,Dept_24,7.259568487193297e-07
SKU002759,sku_description_2759,567.05,51.4,12.8,59.5,24.7,Dept_11,4.213531719605022e-06
SKU002760,sku_description_2760,52.58,178.09,34.3,41.1,18.5,Dept_11,7.577436143625705e-07
SKU002761,sku_description_2761,120.4,22.7,42.2,45.4,33.2,Dept_14,3.941232427847542e-06
SKU002762,sku_description_2762,9.25,3.72,46.8,5.5,8.0,Dept_10,9.042187837736087e-06
SKU002763,sku_description_2763,505.84,28.87,12.8,27.3,31.7,Dept_23,9.643951939602678e-06
SKU002764,sku_description_2764,359.8,32.81,37.5,3.4,53.3,Dept_18,7.567299462467264e-05
SKU002765,sku_description_2765,110.02,107.65,57.0,43.7,14.9,Dept_22,5.256684538500558e-05
SKU002766,sku_description_2766,766.47,125.01,46.0,50.2,15.0,Dept_7,8.816529990045426e-06
SKU002767,sku_description_2767,425.14,89.78,76.0,8.9,3.4,Dept_10,1.4594647010056011e-06
SKU002768,sku_description_2768,195.79,40.91,85.7,7.4,53.6,Dept_15,4.809376863008947e-06
SKU002769,sku_description_2769,401.98,26.52,73.9,49.8,47.3,Dept_9,2.595328103150664e-05
SKU002770,sku_description_2770,544.66,98.48,6.2,31.4,25.7,Dept_6,2.329410465223738e-05
SKU002771,sku_description_2771,63.76,113.14,20.9,51.1,30.5,Dept_5,1.5559033143067946e-05
SKU002772,sku_description_2772,221.94,60.86,9.7,25.0,8.6,Dept_25,2.4439513040914637e-05
SKU002773,sku_description_2773,646.15,44.17,40.2,12.1,45.6,Dept_6,1.7027974010783996e-05
SKU002774,sku_description_2774,369.35,16.21,65.7,23.5,7.7,Dept_16,1.0270285593577516e-06
SKU002775,sku_description_2775,438.62,5.35,4.8,18.2,30.3,Dept_6,9.531989191003919e-08
SKU002776,sku_description_2776,347.95,21.24,25.5,31.5,2.4,Dept_20,1.372286176721532e-05
SKU002777,sku_description_2777,37.99,148.44,10.3,53.7,23.8,Dept_7,2.892928753256207e-05
SKU002778,sku_description_2778,135.1,68.87,38.1,22.7,22.9,Dept_7,9.169883454580294e-06
SKU002779,sku_description_2779,358.1,5.58,83.4,44.6,6.4,Dept_12,2.7129709942037416e-06
SKU002780,sku_description_2780,169.72,101.68,38.3,39.1,16.8,Dept_18,3.9802997874639665e-06
SKU002781,sku_description_2781,42.83,107.26,57.9,14.9,21.6,Dept_1,2.8583072020232142e-05
SKU002782,sku_description_2782,675.39,85.79,36.1,20.4,2.5,Dept_20,2.7719026754503926e-07
SKU002783,sku_description_2783,785.01,22.23,66.4,14.0,12.9,Dept_13,1.3678950095346704e-07
SKU002784,sku_description_2784,635.13,151.02,67.4,46.0,47.3,Dept_6,9.350800428910793e-06
SKU002785,sku_description_2785,683.47,137.85,14.1,9.4,42.5,Dept_9,9.8544848345323e-06
SKU002786,sku_description_2786,195.86,79.01,59.5,35.6,23.7,Dept_22,9.139606041229337e-06
SKU002787,sku_description_2787,768.62,76.22,36.0,11.9,39.4,Dept_2,3.4806164009719383e-07
SKU002788,sku_description_2788,159.95,31.27,77.7,13.4,52.5,Dept_21,4.6981148189644003e-07
SKU002789,sku_description_2789,761.29,150.73,15.9,2.3,45.3,Dept_15,1.1603556237654012e-05
SKU002790,sku_description_2790,795.87,119.95,81.0,27.6,30.8,Dept_23,3.389705551115647e-05
SKU002791,sku_description_2791,570.24,17.25,47.0,48.9,57.0,Dept_9,2.9873638622591882e-06
SKU002792,sku_description_2792,784.97,75.67,24.5,7.1,27.7,Dept_13,4.461438298247372e-07
SKU002793,sku_description_2793,456.92,180.72,31.5,51.1,41.6,Dept_19,2.774260826513921e-05
SKU002794,sku_description_2794,209.85,90.53,2.4,50.9,36.7,Dept_9,1.9054826238766652e-05
SKU002795,sku_description_2795,351.29,65.05,85.6,15.5,23.5,Dept_8,4.063819483716726e-07
SKU002796,sku_description_2796,476.07,128.79,21.8,52.6,44.5,Dept_1,4.520758716700597e-06
SKU002797,sku_description_2797,61.25,40.67,82.1,49.9,40.0,Dept_2,3.928298184169101e-06
SKU002798,sku_description_2798,499.01,104.81,77.1,40.0,1.6,Dept_10,6.100568977889345e-05
SKU002799,sku_description_2799,785.0,133.94,32.7,50.2,3.5,Dept_7,1.4075558430908897e-05
SKU002800,sku_description_2800,154.52,170.99,20.6,6.3,53.3,Dept_11,6.039089962974614e-06
SKU002801,sku_description_2801,634.7,138.53,39.5,20.5,2.6,Dept_24,1.3247935678971939e-05
SKU002802,sku_description_2802,726.6,76.94,84.2,18.7,23.0,Dept_24,1.5051401551994747e-05
SKU002803,sku_description_2803,755.13,153.58,77.3,47.3,23.6,Dept_9,1.3612927684389652e-05
SKU002804,sku_description_2804,768.23,179.69,45.0,45.6,8.0,Dept_15,2.0077686669046904e-05
SKU002805,sku_description_2805,418.6,95.6,50.0,53.7,32.2,Dept_20,5.449615107763254e-06
SKU002806,sku_description_2806,781.91,1.0,38.0,18.7,11.9,Dept_8,6.092751271853727e-06
SKU002807,sku_description_2807,606.58,176.2,85.1,29.5,31.4,Dept_18,2.811695826275216e-06
SKU002808,sku_description_2808,131.85,33.17,89.0,3.1,26.4,Dept_14,1.4734551013753493e-05
SKU002809,sku_description_2809,383.09,25.35,27.4,59.4,19.2,Dept_23,5.807139820464196e-06
SKU002810,sku_description_2810,575.51,61.6,85.6,25.8,19.9,Dept_10,6.19834646565408e-07
SKU002811,sku_description_2811,200.13,76.06,85.6,34.4,6.4,Dept_21,1.7504416535410673e-06
SKU002812,sku_description_2812,513.57,159.9,43.7,32.9,54.2,Dept_25,4.0052378600311063e-05
SKU002813,sku_description_2813,534.28,77.9,38.5,24.6,24.8,Dept_20,5.584029513841223e-06
SKU002814,sku_description_2814,132.67,9.86,78.5,15.5,54.7,Dept_9,4.099517581113493e-05
SKU002815,sku_description_2815,453.37,127.23,85.0,45.3,9.8,Dept_3,3.161425326542583e-05
SKU002816,sku_description_2816,617.99,134.28,37.4,23.8,22.1,Dept_6,1.5291491536820225e-05
SKU002817,sku_description_2817,400.62,162.86,45.3,41.0,56.0,Dept_15,5.751068989212849e-07
SKU002818,sku_description_2818,12.65,79.83,31.4,44.4,50.1,Dept_10,1.2046697901939975e-05
SKU002819,sku_description_2819,10.2,17.31,20.4,44.1,45.6,Dept_21,2.3782992014545807e-06
SKU002820,sku_description_2820,287.55,110.66,89.7,6.7,21.1,Dept_8,1.4027372466807439e-05
SKU002821,sku_description_2821,741.18,24.29,18.6,58.5,3.2,Dept_18,6.093561577230889e-07
SKU002822,sku_description_2822,185.26,3.51,73.6,46.1,14.5,Dept_23,4.261273583582142e-05
SKU002823,sku_description_2823,508.59,155.74,39.0,36.6,54.8,Dept_3,1.2683230653733288e-05
SKU002824,sku_description_2824,179.99,80.74,9.4,18.7,38.9,Dept_25,2.7404610403774598e-05
SKU002825,sku_description_2825,259.37,105.05,30.6,10.8,2.9,Dept_9,2.123842647548988e-06
SKU002826,sku_description_2826,678.89,132.6,9.3,48.1,9.3,Dept_25,4.451666256642632e-06
SKU002827,sku_description_2827,583.9,80.27,88.4,24.9,37.4,Dept_23,2.9689101856954594e-06
SKU002828,sku_description_2828,79.03,10.32,25.3,54.9,23.2,Dept_5,6.386985737064818e-06
SKU002829,sku_description_2829,344.68,50.62,67.7,56.5,55.0,Dept_10,1.9135400920189004e-06
SKU002830,sku_description_2830,26.25,38.95,39.5,5.2,13.6,Dept_23,3.179102198320634e-05
SKU002831,sku_description_2831,386.27,195.48,61.8,35.7,12.1,Dept_14,3.413571066648019e-06
SKU002832,sku_description_2832,530.96,147.93,24.4,24.3,23.8,Dept_14,3.777560249234764e-06
SKU002833,sku_description_2833,97.45,90.36,10.3,25.7,51.3,Dept_17,6.079075279482126e-06
SKU002834,sku_description_2834,233.24,12.77,73.2,37.7,19.1,Dept_25,1.9259502323327624e-05
SKU002835,sku_description_2835,320.08,23.26,65.1,47.1,15.0,Dept_9,1.2199113630875029e-05
SKU002836,sku_description_2836,735.87,162.6,11.6,33.9,41.7,Dept_19,3.5029171008335657e-06
SKU002837,sku_description_2837,794.62,189.1,66.3,45.9,3.0,Dept_18,1.2229579180810975e-05
SKU002838,sku_description_2838,38.79,6.37,54.6,58.0,26.9,Dept_12,3.0551041839798983e-07
SKU002839,sku_description_2839,609.52,182.09,17.1,25.8,59.1,Dept_15,1.1247351987276244e-05
SKU002840,sku_description_2840,299.26,76.17,74.7,27.8,20.2,Dept_21,2.270297264040421e-06
SKU002841,sku_description_2841,315.79,42.81,63.5,41.1,36.2,Dept_24,1.7036118569060374e-06
SKU002842,sku_description_2842,604.15,20.54,46.6,4.3,28.7,Dept_23,5.158414389443857e-06
SKU002843,sku_description_2843,734.99,154.37,17.7,8.8,53.4,Dept_8,2.877218793122835e-06
SKU002844,sku_description_2844,760.89,93.84,49.5,10.7,3.9,Dept_5,3.1020438265724774e-06
SKU002845,sku_description_2845,462.97,166.5,16.3,35.5,47.3,Dept_18,1.6873937498315072e-05
SKU002846,sku_description_2846,287.63,45.31,18.2,33.6,25.8,Dept_1,7.958752169014553e-06
SKU002847,sku_description_2847,630.68,135.75,23.2,19.7,2.1,Dept_14,1.3142364649387776e-05
SKU002848,sku_description_2848,203.05,23.71,59.6,35.3,36.9,Dept_5,1.0730116759229049e-05
SKU002849,sku_description_2849,452.57,18.04,61.8,57.9,37.2,Dept_10,1.0049323061709583e-06
SKU002850,sku_description_2850,288.79,26.77,8.4,52.0,36.5,Dept_19,1.008067338306162e-06
SKU002851,sku_description_2851,526.33,161.8,59.3,22.8,49.2,Dept_21,4.739262992600933e-06
SKU002852,sku_description_2852,194.6,131.16,5.0,57.2,27.0,Dept_5,1.7097990112366149e-06
SKU002853,sku_description_2853,155.7,33.28,81.6,22.6,38.6,Dept_14,2.162958634362863e-07
SKU002854,sku_description_2854,734.84,77.02,70.5,35.3,2.3,Dept_1,5.222653402819568e-06
SKU002855,sku_description_2855,84.14,152.76,65.7,41.8,44.8,Dept_17,5.602845280462091e-05
SKU002856,sku_description_2856,406.25,57.21,23.1,37.3,4.1,Dept_21,4.7675419774668846e-07
SKU002857,sku_description_2857,179.02,184.26,88.9,51.0,52.2,Dept_19,1.1427320029191937e-06
SKU002858,sku_description_2858,34.03,182.93,83.3,34.8,38.8,Dept_14,3.538168803917475e-06
SKU002859,sku_description_2859,31.71,110.62,45.1,23.7,25.5,Dept_24,9.851498309076234e-06
SKU002860,sku_description_2860,142.65,126.43,5.1,33.6,40.9,Dept_15,2.439629468061769e-06
SKU002861,sku_description_2861,693.82,130.68,47.0,56.2,14.2,Dept_11,1.732637674153649e-05
SKU002862,sku_description_2862,228.14,51.77,15.6,43.2,32.8,Dept_20,2.526787495960882e-05
SKU002863,sku_description_2863,760.52,73.13,54.2,18.3,44.2,Dept_25,9.462401605751508e-06
SKU002864,sku_description_2864,466.55,27.27,88.8,3.1,6.1,Dept_22,1.968640253024531e-06
SKU002865,sku_description_2865,350.98,184.98,68.6,37.1,5.7,Dept_17,6.85795573809243e-06
SKU002866,sku_description_2866,465.33,144.8,30.4,10.5,53.9,Dept_24,1.5425187660129886e-06
SKU002867,sku_description_2867,414.81,9.37,36.7,31.2,51.1,Dept_8,9.138496121025861e-06
SKU002868,sku_description_2868,607.74,109.92,85.1,16.3,20.9,Dept_7,6.532036687584424e-07
SKU002869,sku_description_2869,228.15,68.68,11.7,54.1,41.3,Dept_16,9.652071610926272e-07
SKU002870,sku_description_2870,284.38,163.08,80.3,9.5,36.5,Dept_1,3.496899817668637e-07
SKU002871,sku_description_2871,715.59,68.83,8.6,59.1,43.5,Dept_10,0.00010516567984715458
SKU002872,sku_description_2872,757.33,128.87,38.5,8.4,19.4,Dept_9,4.695443583540485e-06
SKU002873,sku_description_2873,714.37,33.23,67.6,37.1,28.4,Dept_4,1.6886543283283524e-05
SKU002874,sku_description_2874,337.3,111.8,36.8,32.1,18.2,Dept_22,9.976165914801602e-05
SKU002875,sku_description_2875,624.95,58.85,52.3,44.1,47.3,Dept_15,2.3648038822744697e-06
SKU002876,sku_description_2876,382.64,33.06,45.2,15.0,13.9,Dept_22,3.0452088594770254e-06
SKU002877,sku_description_2877,399.54,123.89,55.2,26.9,54.2,Dept_5,4.1619326444757676e-05
SKU002878,sku_description_2878,166.13,127.76,17.0,2.3,51.6,Dept_21,3.677394621728456e-06
SKU002879,sku_description_2879,474.13,196.67,52.9,40.9,44.8,Dept_21,2.6073269905297066e-05
SKU002880,sku_description_2880,151.35,133.85,88.9,20.5,58.3,Dept_10,1.2675516659552184e-06
SKU002881,sku_description_2881,267.26,103.19,19.1,57.6,32.9,Dept_13,5.24701420560901e-05
SKU002882,sku_description_2882,684.46,182.53,7.9,28.6,19.7,Dept_21,4.2572913857571436e-07
SKU002883,sku_description_2883,168.04,165.67,36.5,42.2,42.2,Dept_18,4.475760243731912e-07
SKU002884,sku_description_2884,59.71,109.79,34.9,12.1,59.3,Dept_21,1.4159090242605021e-05
SKU002885,sku_description_2885,58.0,102.32,13.1,48.8,31.8,Dept_22,7.647901217878002e-06
SKU002886,sku_description_2886,752.81,188.4,52.3,2.9,18.0,Dept_23,6.318593665786739e-06
SKU002887,sku_description_2887,407.02,123.46,40.5,5.1,8.9,Dept_8,2.1687443580539288e-05
SKU002888,sku_description_2888,329.3,142.78,75.6,47.1,49.0,Dept_18,1.7072916877189005e-06
SKU002889,sku_description_2889,649.27,17.43,39.2,25.5,20.0,Dept_13,2.4866043674968663e-05
SKU002890,sku_description_2890,669.15,143.69,88.7,5.1,45.0,Dept_8,4.708549560306364e-07
SKU002891,sku_description_2891,267.76,53.01,70.6,24.7,56.7,Dept_12,2.7820738230714028e-06
SKU002892,sku_description_2892,555.81,23.2,44.9,11.3,3.1,Dept_4,1.7555724344498413e-06
SKU002893,sku_description_2893,617.58,169.95,50.6,29.1,6.8,Dept_19,1.4915038885991604e-05
SKU002894,sku_description_2894,524.76,138.27,78.3,59.4,9.1,Dept_15,2.8191724725728734e-05
SKU002895,sku_description_2895,123.82,81.57,70.1,2.7,37.6,Dept_24,9.54417344134992e-06
SKU002896,sku_description_2896,701.08,86.34,59.9,47.2,57.9,Dept_19,7.816306125739639e-06
SKU002897,sku_description_2897,432.66,39.5,25.5,23.3,24.4,Dept_3,0.00012464566056360734
SKU002898,sku_description_2898,228.13,2.01,38.1,47.5,36.4,Dept_3,2.064324683193401e-05
SKU002899,sku_description_2899,341.91,69.94,71.3,27.9,37.1,Dept_25,4.729610227423302e-06
SKU002900,sku_description_2900,32.94,29.77,57.2,45.6,39.1,Dept_12,1.1500234912188023e-05
SKU002901,sku_description_2901,104.91,84.4,86.2,33.9,34.7,Dept_5,1.4414573383688385e-05
SKU002902,sku_description_2902,613.14,166.78,78.8,45.2,58.6,Dept_23,1.57080633349039e-07
SKU002903,sku_description_2903,3.01,23.04,39.6,31.8,17.0,Dept_8,7.180206849580028e-06
SKU002904,sku_description_2904,335.0,18.44,27.9,40.9,7.3,Dept_7,8.892282463759045e-06
SKU002905,sku_description_2905,419.44,180.43,12.9,28.7,14.0,Dept_17,1.2030620663164147e-05
SKU002906,sku_description_2906,46.54,149.05,37.9,15.7,22.0,Dept_1,4.35281880274022e-06
SKU002907,sku_description_2907,778.54,10.71,21.9,45.9,47.3,Dept_23,1.5262482478818556e-05
SKU002908,sku_description_2908,183.22,16.01,3.5,30.9,42.6,Dept_23,1.4400799273648849e-05
SKU002909,sku_description_2909,245.45,137.02,14.2,24.7,29.3,Dept_11,5.182603319541432e-07
SKU002910,sku_description_2910,245.24,74.13,41.9,59.5,47.0,Dept_20,8.995005893600528e-07
SKU002911,sku_description_2911,186.64,144.86,80.5,5.1,12.3,Dept_1,1.8321886146692693e-05
SKU002912,sku_description_2912,4.17,80.95,30.2,44.1,58.4,Dept_2,5.416723306615839e-07
SKU002913,sku_description_2913,584.29,193.56,40.8,26.0,20.5,Dept_25,2.213616397620243e-06
SKU002914,sku_description_2914,773.58,138.91,35.8,21.3,35.3,Dept_14,4.716145843510437e-06
SKU002915,sku_description_2915,181.76,9.42,34.5,53.9,4.5,Dept_19,7.767973559567207e-06
SKU002916,sku_description_2916,531.45,66.17,65.6,47.0,17.7,Dept_8,1.6776383052479628e-05
SKU002917,sku_description_2917,594.29,112.76,46.5,3.2,8.3,Dept_24,1.7433532183281211e-06
SKU002918,sku_description_2918,679.2,28.46,37.9,44.7,37.8,Dept_14,8.895966035940241e-05
