Order Number,SKU,SKU Description,Prime Line Number,orderline_units_sold,Total without tax,Fulfillment Method,Ship Node Description,Order Date,Ship ZIP,Ship Latitude,Ship Longitude,Order line status,Shipment status Ship Date
2000243,SKU032618,sku_description_32618,6,4,516.32,STH,Store C,12/08/2024,52908,37.492132,-96.656529,Shipped,12/11/2024
2000243,SKU027814,sku_description_27814,7,4,2627.52,STH,Store C,12/08/2024,52908,37.492132,-96.656529,Shipped,12/10/2024
2000245,SKU028764,sku_description_28764,1,1,633.7,STH,Store F,04/19/2024,03161,46.685335,-96.83821,Shipped,04/24/2024
2000245,SKU024042,sku_description_24042,2,2,574.24,STH,Store F,04/19/2024,03161,46.685335,-96.83821,Shipped,04/20/2024
2000245,SKU025483,sku_description_25483,3,3,229.89,STH,Store F,04/19/2024,03161,46.685335,-96.83821,Shipped,04/23/2024
2000245,SKU015845,sku_description_15845,4,3,117.75,STH,Store F,04/19/2024,03161,46.685335,-96.83821,Shipped,04/23/2024
2000245,SKU032667,sku_description_32667,5,3,1551.6,STH,Store F,04/19/2024,03161,46.685335,-96.83821,Shipped,04/21/2024
2000246,SKU038207,sku_description_38207,1,3,2374.11,BOPIS,Store I,10/03/2024,28202,35.2271,-80.8431,Shipped,10/08/2024
2000246,SKU033311,sku_description_33311,2,1,781.75,BOPIS,Store I,10/03/2024,28202,35.2271,-80.8431,Shipped,10/06/2024
2000246,SKU022700,sku_description_22700,3,4,2950.12,BOPIS,Store I,10/03/2024,28202,35.2271,-80.8431,Shipped,10/07/2024
2000246,SKU010508,sku_description_10508,4,4,1647.08,BOPIS,Store I,10/03/2024,28202,35.2271,-80.8431,Shipped,10/04/2024
2000246,SKU007068,sku_description_7068,5,1,399.56,BOPIS,Store I,10/03/2024,28202,35.2271,-80.8431,Shipped,10/08/2024
2000246,SKU028730,sku_description_28730,6,4,2425.08,BOPIS,Store I,10/03/2024,28202,35.2271,-80.8431,Shipped,10/06/2024
2000247,SKU001195,sku_description_1195,1,3,118.38,BOPIS,Store J,03/08/2024,02108,42.3601,-71.0589,Shipped,03/10/2024
2000247,SKU004068,sku_description_4068,2,2,1566.76,BOPIS,Store J,03/08/2024,02108,42.3601,-71.0589,Shipped,03/10/2024
2000247,SKU042958,sku_description_42958,3,2,736.6,BOPIS,Store J,03/08/2024,02108,42.3601,-71.0589,Shipped,03/13/2024
2000248,SKU021766,sku_description_21766,1,4,3130.36,STH,Store I,10/19/2024,96596,36.82165,-77.014716,Shipped,10/24/2024
2000248,SKU029951,sku_description_29951,2,3,162.81,STH,Store I,10/19/2024,96596,36.82165,-77.014716,Shipped,10/24/2024
2000248,SKU023012,sku_description_23012,3,3,1268.25,STH,Store I,10/19/2024,96596,36.82165,-77.014716,Shipped,10/20/2024
2000248,SKU002370,sku_description_2370,4,4,2336.6,STH,Store I,10/19/2024,96596,36.82165,-77.014716,Shipped,10/24/2024
2000248,SKU039734,sku_description_39734,5,1,601.67,STH,Store I,10/19/2024,96596,36.82165,-77.014716,Shipped,10/20/2024
2000248,SKU014847,sku_description_14847,6,3,880.53,STH,Store I,10/19/2024,96596,36.82165,-77.014716,Shipped,10/24/2024
2000248,SKU023369,sku_description_23369,7,2,39.26,STH,Store I,10/19/2024,96596,36.82165,-77.014716,Shipped,10/22/2024
2000249,SKU028673,sku_description_28673,1,3,1834.08,BOPIS,Store F,10/22/2024,37219,36.1627,-86.7816,Shipped,10/25/2024
2000249,SKU031423,sku_description_31423,2,2,843.84,BOPIS,Store F,10/22/2024,37219,36.1627,-86.7816,Shipped,10/25/2024
2000249,SKU015321,sku_description_15321,3,3,1880.52,BOPIS,Store F,10/22/2024,37219,36.1627,-86.7816,Shipped,10/27/2024
2000249,SKU031447,sku_description_31447,4,1,401.09,BOPIS,Store F,10/22/2024,37219,36.1627,-86.7816,Shipped,10/24/2024
2000249,SKU032308,sku_description_32308,5,2,1571.08,BOPIS,Store F,10/22/2024,37219,36.1627,-86.7816,Shipped,10/26/2024
2000249,SKU007039,sku_description_7039,6,1,431.54,BOPIS,Store F,10/22/2024,37219,36.1627,-86.7816,Shipped,10/27/2024
2000250,SKU013254,sku_description_13254,1,1,236.9,STH,Store B,08/30/2024,27535,41.78398,-101.615423,Shipped,09/04/2024
2000250,SKU003754,sku_description_3754,2,3,1661.31,STH,Store B,08/30/2024,27535,41.78398,-101.615423,Shipped,09/04/2024
2000250,SKU001143,sku_description_1143,3,3,1630.14,STH,Store B,08/30/2024,27535,41.78398,-101.615423,Shipped,09/04/2024
2000250,SKU004111,sku_description_4111,4,4,1809.76,STH,Store B,08/30/2024,27535,41.78398,-101.615423,Shipped,09/04/2024
2000250,SKU028149,sku_description_28149,5,4,100.04,STH,Store B,08/30/2024,27535,41.78398,-101.615423,Shipped,08/31/2024
2000250,SKU037817,sku_description_37817,6,4,2234.44,STH,Store B,08/30/2024,27535,41.78398,-101.615423,Shipped,09/01/2024
2000251,SKU034914,sku_description_34914,1,3,1629.99,STH,Store D,05/04/2024,26294,26.477001,-94.502973,Shipped,05/07/2024
2000251,SKU003300,sku_description_3300,2,2,1287.28,STH,Store D,05/04/2024,26294,26.477001,-94.502973,Shipped,05/09/2024
2000251,SKU033560,sku_description_33560,3,3,863.73,STH,Store D,05/04/2024,26294,26.477001,-94.502973,Shipped,05/06/2024
2000251,SKU018451,sku_description_18451,4,1,128.26,STH,Store D,05/04/2024,26294,26.477001,-94.502973,Shipped,05/09/2024
2000251,SKU039298,sku_description_39298,5,4,2444.48,STH,Store D,05/04/2024,26294,26.477001,-94.502973,Shipped,05/07/2024
2000251,SKU036964,sku_description_36964,6,1,504.36,STH,Store D,05/04/2024,26294,26.477001,-94.502973,Shipped,05/07/2024
2000252,SKU014946,sku_description_14946,1,1,798.62,BOPIS,Store A,08/30/2024,55401,44.9833,-93.2667,Shipped,09/04/2024
2000252,SKU018003,sku_description_18003,2,2,758.22,BOPIS,Store A,08/30/2024,55401,44.9833,-93.2667,Shipped,09/04/2024
2000252,SKU035616,sku_description_35616,3,3,2095.44,BOPIS,Store A,08/30/2024,55401,44.9833,-93.2667,Shipped,09/01/2024
2000252,SKU027243,sku_description_27243,4,1,68.13,BOPIS,Store A,08/30/2024,55401,44.9833,-93.2667,Shipped,09/01/2024
2000252,SKU002317,sku_description_2317,5,4,887.84,BOPIS,Store A,08/30/2024,55401,44.9833,-93.2667,Shipped,09/01/2024
2000252,SKU020846,sku_description_20846,6,4,3010.4,BOPIS,Store A,08/30/2024,55401,44.9833,-93.2667,Shipped,09/01/2024
2000255,SKU007585,sku_description_7585,1,1,429.04,STH,Store A,02/18/2024,14019,27.500399,-98.419443,Shipped,02/20/2024
2000255,SKU017953,sku_description_17953,2,3,170.82,STH,Store A,02/18/2024,14019,27.500399,-98.419443,Shipped,02/19/2024
2000255,SKU014189,sku_description_14189,3,4,956.16,STH,Store A,02/18/2024,14019,27.500399,-98.419443,Shipped,02/23/2024
2000255,SKU038071,sku_description_38071,4,1,408.61,STH,Store A,02/18/2024,14019,27.500399,-98.419443,Shipped,02/23/2024
2000255,SKU036553,sku_description_36553,5,1,423.59,STH,Store A,02/18/2024,14019,27.500399,-98.419443,Shipped,02/23/2024
2000255,SKU009182,sku_description_9182,6,1,328.08,STH,Store A,02/18/2024,14019,27.500399,-98.419443,Shipped,02/21/2024
2000255,SKU040516,sku_description_40516,7,3,1818.09,STH,Store A,02/18/2024,14019,27.500399,-98.419443,Shipped,02/23/2024
2000256,SKU029320,sku_description_29320,1,4,1630.4,STH,Store D,02/19/2024,14328,32.52576,-114.520603,Shipped,02/20/2024
2000257,SKU028578,sku_description_28578,1,1,656.92,STH,Store B,12/03/2024,39866,27.596222,-110.589231,Shipped,12/04/2024
2000257,SKU001549,sku_description_1549,2,4,150.4,STH,Store B,12/03/2024,39866,27.596222,-110.589231,Shipped,12/08/2024
2000258,SKU011124,sku_description_11124,1,1,508.48,STH,Store I,08/08/2024,85766,30.268089,-103.931054,Shipped,08/10/2024
2000258,SKU025607,sku_description_25607,2,1,736.64,STH,Store I,08/08/2024,85766,30.268089,-103.931054,Shipped,08/09/2024
2000258,SKU036333,sku_description_36333,3,2,400.02,STH,Store I,08/08/2024,85766,30.268089,-103.931054,Shipped,08/09/2024
2000258,SKU041089,sku_description_41089,4,1,370.0,STH,Store I,08/08/2024,85766,30.268089,-103.931054,Shipped,08/12/2024
2000259,SKU030049,sku_description_30049,1,4,1867.52,STH,Store E,06/30/2024,57090,34.195967,-77.754307,Shipped,07/04/2024
2000259,SKU023978,sku_description_23978,2,2,1581.26,STH,Store E,06/30/2024,57090,34.195967,-77.754307,Shipped,07/05/2024
2000259,SKU031032,sku_description_31032,3,1,729.68,STH,Store E,06/30/2024,57090,34.195967,-77.754307,Shipped,07/04/2024
2000259,SKU038937,sku_description_38937,4,4,1579.88,STH,Store E,06/30/2024,57090,34.195967,-77.754307,Shipped,07/04/2024
2000259,SKU006454,sku_description_6454,5,1,258.28,STH,Store E,06/30/2024,57090,34.195967,-77.754307,Shipped,07/03/2024
2000259,SKU024407,sku_description_24407,6,3,2394.15,STH,Store E,06/30/2024,57090,34.195967,-77.754307,Shipped,07/03/2024
2000260,SKU006626,sku_description_6626,1,2,279.66,STH,Store I,08/04/2024,50022,48.599369,-120.166897,Shipped,08/05/2024
2000260,SKU022338,sku_description_22338,2,1,129.22,STH,Store I,08/04/2024,50022,48.599369,-120.166897,Shipped,08/09/2024
2000260,SKU037505,sku_description_37505,3,3,602.91,STH,Store I,08/04/2024,50022,48.599369,-120.166897,Shipped,08/05/2024
2000260,SKU004360,sku_description_4360,4,1,150.32,STH,Store I,08/04/2024,50022,48.599369,-120.166897,Shipped,08/08/2024
2000264,SKU017330,sku_description_17330,1,2,435.92,STH,Store G,12/10/2024,61917,34.901598,-93.326812,Shipped,12/14/2024
2000264,SKU028880,sku_description_28880,2,2,841.04,STH,Store G,12/10/2024,61917,34.901598,-93.326812,Shipped,12/12/2024
2000266,SKU000551,sku_description_551,1,2,835.14,STH,Store G,11/26/2024,81529,29.308653,-111.630692,Shipped,11/27/2024
2000266,SKU019041,sku_description_19041,2,2,1134.86,STH,Store G,11/26/2024,81529,29.308653,-111.630692,Shipped,11/30/2024
2000266,SKU015184,sku_description_15184,3,4,1650.16,STH,Store G,11/26/2024,81529,29.308653,-111.630692,Shipped,11/27/2024
2000266,SKU013312,sku_description_13312,4,4,1477.16,STH,Store G,11/26/2024,81529,29.308653,-111.630692,Shipped,11/28/2024
2000266,SKU015405,sku_description_15405,5,4,2984.12,STH,Store G,11/26/2024,81529,29.308653,-111.630692,Shipped,11/27/2024
2000266,SKU021050,sku_description_21050,6,4,86.52,STH,Store G,11/26/2024,81529,29.308653,-111.630692,Shipped,11/30/2024
2000266,SKU001297,sku_description_1297,7,3,409.44,STH,Store G,11/26/2024,81529,29.308653,-111.630692,Shipped,11/28/2024
2000267,SKU027197,sku_description_27197,1,3,1860.03,STH,Store J,02/20/2024,65736,26.546564,-104.492113,Shipped,02/23/2024
2000267,SKU042553,sku_description_42553,2,2,1452.26,STH,Store J,02/20/2024,65736,26.546564,-104.492113,Shipped,02/24/2024
2000269,SKU028541,sku_description_28541,1,2,592.5,STH,Store E,07/25/2024,80934,29.133624,-108.844106,Shipped,07/30/2024
2000273,SKU018216,sku_description_18216,1,4,1051.76,BOPIS,Store G,04/08/2024,32202,30.3322,-81.6557,Shipped,04/10/2024
2000273,SKU013405,sku_description_13405,2,3,646.32,BOPIS,Store G,04/08/2024,32202,30.3322,-81.6557,Shipped,04/11/2024
2000273,SKU033766,sku_description_33766,3,4,1204.04,BOPIS,Store G,04/08/2024,32202,30.3322,-81.6557,Shipped,04/09/2024
2000273,SKU031206,sku_description_31206,4,1,675.04,BOPIS,Store G,04/08/2024,32202,30.3322,-81.6557,Shipped,04/11/2024
2000273,SKU022785,sku_description_22785,5,1,237.9,BOPIS,Store G,04/08/2024,32202,30.3322,-81.6557,Shipped,04/10/2024
2000274,SKU000014,sku_description_14,1,1,172.23,STH,Store C,04/07/2024,55371,41.181026,-76.912427,Shipped,04/08/2024
2000274,SKU025427,sku_description_25427,2,3,104.46,STH,Store C,04/07/2024,55371,41.181026,-76.912427,Shipped,04/08/2024
2000274,SKU019348,sku_description_19348,3,1,467.91,STH,Store C,04/07/2024,55371,41.181026,-76.912427,Shipped,04/10/2024
2000274,SKU039987,sku_description_39987,4,2,124.64,STH,Store C,04/07/2024,55371,41.181026,-76.912427,Shipped,04/09/2024
2000277,SKU019981,sku_description_19981,1,1,712.3,STH,Store F,03/12/2024,21043,26.724693,-90.196888,Shipped,03/14/2024
2000277,SKU014222,sku_description_14222,2,3,2367.48,STH,Store F,03/12/2024,21043,26.724693,-90.196888,Shipped,03/14/2024
2000277,SKU025081,sku_description_25081,3,3,2307.99,STH,Store F,03/12/2024,21043,26.724693,-90.196888,Shipped,03/14/2024
2000277,SKU020247,sku_description_20247,4,1,422.02,STH,Store F,03/12/2024,21043,26.724693,-90.196888,Shipped,03/16/2024
2000278,SKU036811,sku_description_36811,1,3,1652.79,BOPIS,Store D,08/04/2024,15222,40.4406,-79.9959,Shipped,08/06/2024
2000278,SKU026554,sku_description_26554,2,4,203.56,BOPIS,Store D,08/04/2024,15222,40.4406,-79.9959,Shipped,08/09/2024
2000278,SKU004281,sku_description_4281,3,2,265.28,BOPIS,Store D,08/04/2024,15222,40.4406,-79.9959,Shipped,08/05/2024
2000278,SKU011741,sku_description_11741,4,1,259.9,BOPIS,Store D,08/04/2024,15222,40.4406,-79.9959,Shipped,08/07/2024
2000278,SKU000410,sku_description_410,5,4,303.04,BOPIS,Store D,08/04/2024,15222,40.4406,-79.9959,Shipped,08/08/2024
2000278,SKU042958,sku_description_42958,6,4,1473.2,BOPIS,Store D,08/04/2024,15222,40.4406,-79.9959,Shipped,08/06/2024
2000278,SKU010242,sku_description_10242,7,1,173.56,BOPIS,Store D,08/04/2024,15222,40.4406,-79.9959,Shipped,08/07/2024
2000279,SKU027211,sku_description_27211,1,1,59.41,STH,Store F,04/03/2024,53319,46.719729,-70.326168,Shipped,04/04/2024
2000279,SKU036671,sku_description_36671,2,2,271.38,STH,Store F,04/03/2024,53319,46.719729,-70.326168,Shipped,04/05/2024
2000279,SKU004359,sku_description_4359,3,4,1834.28,STH,Store F,04/03/2024,53319,46.719729,-70.326168,Shipped,04/05/2024
2000279,SKU034637,sku_description_34637,4,1,206.81,STH,Store F,04/03/2024,53319,46.719729,-70.326168,Shipped,04/07/2024
2000279,SKU020975,sku_description_20975,5,3,712.02,STH,Store F,04/03/2024,53319,46.719729,-70.326168,Shipped,04/07/2024
2000279,SKU014478,sku_description_14478,6,1,778.78,STH,Store F,04/03/2024,53319,46.719729,-70.326168,Shipped,04/05/2024
2000280,SKU013742,sku_description_13742,1,1,67.45,BOPIS,Store F,05/22/2024,37219,36.1627,-86.7816,Shipped,05/24/2024
2000280,SKU012308,sku_description_12308,2,3,2301.24,BOPIS,Store F,05/22/2024,37219,36.1627,-86.7816,Shipped,05/24/2024
2000280,SKU013946,sku_description_13946,3,4,2937.4,BOPIS,Store F,05/22/2024,37219,36.1627,-86.7816,Shipped,05/25/2024
2000280,SKU015474,sku_description_15474,4,3,175.2,BOPIS,Store F,05/22/2024,37219,36.1627,-86.7816,Shipped,05/24/2024
2000280,SKU011360,sku_description_11360,5,3,1419.15,BOPIS,Store F,05/22/2024,37219,36.1627,-86.7816,Shipped,05/27/2024
2000281,SKU011611,sku_description_11611,1,1,723.14,STH,Store H,08/24/2024,37533,34.260627,-99.672517,Shipped,08/25/2024
2000281,SKU036822,sku_description_36822,2,4,682.72,STH,Store H,08/24/2024,37533,34.260627,-99.672517,Shipped,08/29/2024
2000281,SKU027997,sku_description_27997,3,3,1946.28,STH,Store H,08/24/2024,37533,34.260627,-99.672517,Shipped,08/25/2024
2000283,SKU000244,sku_description_244,1,4,1192.08,BOPIS,Store I,02/08/2024,28202,35.2271,-80.8431,Shipped,02/13/2024
2000283,SKU002406,sku_description_2406,2,3,1457.43,BOPIS,Store I,02/08/2024,28202,35.2271,-80.8431,Shipped,02/12/2024
2000283,SKU022885,sku_description_22885,3,2,1594.96,BOPIS,Store I,02/08/2024,28202,35.2271,-80.8431,Shipped,02/13/2024
2000283,SKU006194,sku_description_6194,4,3,2250.51,BOPIS,Store I,02/08/2024,28202,35.2271,-80.8431,Shipped,02/13/2024
2000283,SKU013279,sku_description_13279,5,2,677.62,BOPIS,Store I,02/08/2024,28202,35.2271,-80.8431,Shipped,02/12/2024
2000283,SKU038442,sku_description_38442,6,3,572.4,BOPIS,Store I,02/08/2024,28202,35.2271,-80.8431,Shipped,02/09/2024
2000283,SKU025827,sku_description_25827,7,1,178.57,BOPIS,Store I,02/08/2024,28202,35.2271,-80.8431,Shipped,02/13/2024
2000284,SKU030645,sku_description_30645,1,1,518.32,BOPIS,Store F,08/14/2024,37219,36.1627,-86.7816,Shipped,08/16/2024
2000284,SKU018575,sku_description_18575,2,1,130.7,BOPIS,Store F,08/14/2024,37219,36.1627,-86.7816,Shipped,08/16/2024
2000284,SKU021766,sku_description_21766,3,4,3130.36,BOPIS,Store F,08/14/2024,37219,36.1627,-86.7816,Shipped,08/19/2024
2000284,SKU002549,sku_description_2549,4,2,654.92,BOPIS,Store F,08/14/2024,37219,36.1627,-86.7816,Shipped,08/19/2024
2000285,SKU029429,sku_description_29429,1,2,296.86,STH,Store I,10/08/2024,11548,47.652801,-85.143261,Shipped,10/13/2024
2000285,SKU038701,sku_description_38701,2,4,1504.52,STH,Store I,10/08/2024,11548,47.652801,-85.143261,Shipped,10/12/2024
2000285,SKU010494,sku_description_10494,3,3,338.31,STH,Store I,10/08/2024,11548,47.652801,-85.143261,Shipped,10/13/2024
2000285,SKU030645,sku_description_30645,4,3,1554.96,STH,Store I,10/08/2024,11548,47.652801,-85.143261,Shipped,10/09/2024
2000285,SKU013928,sku_description_13928,5,2,63.36,STH,Store I,10/08/2024,11548,47.652801,-85.143261,Shipped,10/09/2024
2000285,SKU003748,sku_description_3748,6,2,661.44,STH,Store I,10/08/2024,11548,47.652801,-85.143261,Shipped,10/12/2024
2000285,SKU021233,sku_description_21233,7,1,593.07,STH,Store I,10/08/2024,11548,47.652801,-85.143261,Shipped,10/10/2024
2000286,SKU009090,sku_description_9090,1,1,490.89,BOPIS,Store G,02/20/2024,32202,30.3322,-81.6557,Shipped,02/22/2024
2000286,SKU026276,sku_description_26276,2,2,643.08,BOPIS,Store G,02/20/2024,32202,30.3322,-81.6557,Shipped,02/21/2024
2000286,SKU015958,sku_description_15958,3,2,778.18,BOPIS,Store G,02/20/2024,32202,30.3322,-81.6557,Shipped,02/22/2024
2000286,SKU026554,sku_description_26554,4,1,50.89,BOPIS,Store G,02/20/2024,32202,30.3322,-81.6557,Shipped,02/21/2024
2000286,SKU021113,sku_description_21113,5,3,1545.54,BOPIS,Store G,02/20/2024,32202,30.3322,-81.6557,Shipped,02/22/2024
2000286,SKU033698,sku_description_33698,6,1,270.24,BOPIS,Store G,02/20/2024,32202,30.3322,-81.6557,Shipped,02/21/2024
2000287,SKU034444,sku_description_34444,1,4,2692.64,BOPIS,Store H,01/26/2024,33602,27.9506,-82.4572,Shipped,01/28/2024
2000287,SKU034684,sku_description_34684,2,2,245.3,BOPIS,Store H,01/26/2024,33602,27.9506,-82.4572,Shipped,01/28/2024
2000287,SKU030928,sku_description_30928,3,4,1477.84,BOPIS,Store H,01/26/2024,33602,27.9506,-82.4572,Shipped,01/30/2024
2000287,SKU034863,sku_description_34863,4,4,1160.16,BOPIS,Store H,01/26/2024,33602,27.9506,-82.4572,Shipped,01/27/2024
2000287,SKU040234,sku_description_40234,5,3,2305.68,BOPIS,Store H,01/26/2024,33602,27.9506,-82.4572,Shipped,01/27/2024
2000287,SKU012911,sku_description_12911,6,4,1774.16,BOPIS,Store H,01/26/2024,33602,27.9506,-82.4572,Shipped,01/29/2024
2000287,SKU037584,sku_description_37584,7,2,1100.16,BOPIS,Store H,01/26/2024,33602,27.9506,-82.4572,Shipped,01/31/2024
2000288,SKU009996,sku_description_9996,1,3,2059.65,BOPIS,Store A,11/29/2024,55401,44.9833,-93.2667,Shipped,12/02/2024
2000288,SKU025317,sku_description_25317,2,3,312.51,BOPIS,Store A,11/29/2024,55401,44.9833,-93.2667,Shipped,11/30/2024
2000288,SKU035241,sku_description_35241,3,3,1484.91,BOPIS,Store A,11/29/2024,55401,44.9833,-93.2667,Shipped,12/03/2024
2000288,SKU040367,sku_description_40367,4,2,836.56,BOPIS,Store A,11/29/2024,55401,44.9833,-93.2667,Shipped,12/01/2024
2000288,SKU011718,sku_description_11718,5,1,557.24,BOPIS,Store A,11/29/2024,55401,44.9833,-93.2667,Shipped,12/01/2024
2000290,SKU005393,sku_description_5393,1,4,2779.12,BOPIS,Store B,01/08/2024,60601,41.8837,-87.6233,Shipped,01/10/2024
2000290,SKU003017,sku_description_3017,2,3,1760.88,BOPIS,Store B,01/08/2024,60601,41.8837,-87.6233,Shipped,01/10/2024
2000290,SKU013103,sku_description_13103,3,2,326.18,BOPIS,Store B,01/08/2024,60601,41.8837,-87.6233,Shipped,01/13/2024
2000290,SKU000136,sku_description_136,4,2,521.18,BOPIS,Store B,01/08/2024,60601,41.8837,-87.6233,Shipped,01/09/2024
2000290,SKU013871,sku_description_13871,5,3,1879.83,BOPIS,Store B,01/08/2024,60601,41.8837,-87.6233,Shipped,01/09/2024
2000291,SKU041089,sku_description_41089,1,4,1480.0,STH,Store J,02/17/2024,18798,38.015631,-122.01293,Shipped,02/21/2024
2000291,SKU041424,sku_description_41424,2,3,2259.24,STH,Store J,02/17/2024,18798,38.015631,-122.01293,Shipped,02/18/2024
2000291,SKU031998,sku_description_31998,3,2,1222.08,STH,Store J,02/17/2024,18798,38.015631,-122.01293,Shipped,02/22/2024
2000291,SKU027694,sku_description_27694,4,4,1040.08,STH,Store J,02/17/2024,18798,38.015631,-122.01293,Shipped,02/19/2024
2000291,SKU025483,sku_description_25483,5,4,306.52,STH,Store J,02/17/2024,18798,38.015631,-122.01293,Shipped,02/20/2024
2000292,SKU011264,sku_description_11264,1,4,1409.4,STH,Store A,05/01/2024,67701,32.374826,-88.019924,Shipped,05/05/2024
2000292,SKU013602,sku_description_13602,2,4,644.52,STH,Store A,05/01/2024,67701,32.374826,-88.019924,Shipped,05/04/2024
2000292,SKU002494,sku_description_2494,3,3,933.21,STH,Store A,05/01/2024,67701,32.374826,-88.019924,Shipped,05/06/2024
2000293,SKU020346,sku_description_20346,1,4,1824.6,STH,Store C,03/26/2024,79871,32.353674,-102.243153,Shipped,03/30/2024
2000293,SKU033317,sku_description_33317,2,1,252.32,STH,Store C,03/26/2024,79871,32.353674,-102.243153,Shipped,03/31/2024
2000294,SKU022073,sku_description_22073,1,3,483.72,BOPIS,Store C,07/27/2024,48226,42.3314,-83.0458,Shipped,07/31/2024
2000295,SKU013143,sku_description_13143,1,3,922.44,STH,Store J,09/05/2024,11931,46.661846,-90.470239,Shipped,09/08/2024
2000296,SKU025957,sku_description_25957,1,1,276.48,STH,Store H,09/03/2024,09675,45.361419,-100.045965,Shipped,09/05/2024
2000297,SKU021735,sku_description_21735,1,4,1756.88,STH,Store E,04/19/2024,64953,42.127838,-101.566551,Shipped,04/22/2024
2000297,SKU017582,sku_description_17582,2,3,891.03,STH,Store E,04/19/2024,64953,42.127838,-101.566551,Shipped,04/21/2024
2000297,SKU007404,sku_description_7404,3,2,650.8,STH,Store E,04/19/2024,64953,42.127838,-101.566551,Shipped,04/22/2024
2000297,SKU002548,sku_description_2548,4,1,327.81,STH,Store E,04/19/2024,64953,42.127838,-101.566551,Shipped,04/24/2024
2000297,SKU005238,sku_description_5238,5,3,1590.27,STH,Store E,04/19/2024,64953,42.127838,-101.566551,Shipped,04/20/2024
2000298,SKU019860,sku_description_19860,1,4,2295.04,STH,Store A,07/24/2024,05072,40.175202,-90.815641,Shipped,07/26/2024
2000298,SKU014917,sku_description_14917,2,1,625.28,STH,Store A,07/24/2024,05072,40.175202,-90.815641,Shipped,07/26/2024
2000298,SKU022633,sku_description_22633,3,2,1576.88,STH,Store A,07/24/2024,05072,40.175202,-90.815641,Shipped,07/26/2024
2000299,SKU028735,sku_description_28735,1,3,849.69,STH,Store C,01/31/2024,10257,44.655902,-107.587247,Shipped,02/04/2024
2000301,SKU032559,sku_description_32559,1,3,240.03,BOPIS,Store I,07/13/2024,28202,35.2271,-80.8431,Shipped,07/18/2024
2000301,SKU026318,sku_description_26318,2,1,249.59,BOPIS,Store I,07/13/2024,28202,35.2271,-80.8431,Shipped,07/17/2024
2000301,SKU034626,sku_description_34626,3,3,269.37,BOPIS,Store I,07/13/2024,28202,35.2271,-80.8431,Shipped,07/14/2024
2000301,SKU016859,sku_description_16859,4,3,1986.39,BOPIS,Store I,07/13/2024,28202,35.2271,-80.8431,Shipped,07/18/2024
2000302,SKU021731,sku_description_21731,1,3,2013.99,BOPIS,Store J,01/02/2024,02108,42.3601,-71.0589,Shipped,01/07/2024
2000302,SKU022023,sku_description_22023,2,2,780.66,BOPIS,Store J,01/02/2024,02108,42.3601,-71.0589,Shipped,01/06/2024
2000303,SKU031992,sku_description_31992,1,2,946.82,BOPIS,Store J,07/18/2024,02108,42.3601,-71.0589,Shipped,07/21/2024
2000303,SKU029431,sku_description_29431,2,2,240.36,BOPIS,Store J,07/18/2024,02108,42.3601,-71.0589,Shipped,07/20/2024
2000303,SKU030011,sku_description_30011,3,2,700.14,BOPIS,Store J,07/18/2024,02108,42.3601,-71.0589,Shipped,07/19/2024
2000303,SKU038121,sku_description_38121,4,4,1909.12,BOPIS,Store J,07/18/2024,02108,42.3601,-71.0589,Shipped,07/20/2024
2000303,SKU017512,sku_description_17512,5,2,644.9,BOPIS,Store J,07/18/2024,02108,42.3601,-71.0589,Shipped,07/19/2024
2000303,SKU015231,sku_description_15231,6,3,455.73,BOPIS,Store J,07/18/2024,02108,42.3601,-71.0589,Shipped,07/20/2024
2000303,SKU004658,sku_description_4658,7,4,1761.92,BOPIS,Store J,07/18/2024,02108,42.3601,-71.0589,Shipped,07/23/2024
2000304,SKU010173,sku_description_10173,1,3,1235.91,STH,Store E,05/15/2024,23861,48.469538,-88.540041,Shipped,05/16/2024
2000304,SKU013754,sku_description_13754,2,2,379.86,STH,Store E,05/15/2024,23861,48.469538,-88.540041,Shipped,05/20/2024
2000304,SKU022497,sku_description_22497,3,3,2083.65,STH,Store E,05/15/2024,23861,48.469538,-88.540041,Shipped,05/17/2024
2000305,SKU034256,sku_description_34256,1,4,1101.24,STH,Store J,08/20/2024,06231,32.416529,-106.487004,Shipped,08/21/2024
2000305,SKU037948,sku_description_37948,2,4,2713.8,STH,Store J,08/20/2024,06231,32.416529,-106.487004,Shipped,08/23/2024
2000305,SKU038786,sku_description_38786,3,4,1396.36,STH,Store J,08/20/2024,06231,32.416529,-106.487004,Shipped,08/23/2024
2000306,SKU036437,sku_description_36437,1,1,471.46,BOPIS,Store H,05/26/2024,33602,27.9506,-82.4572,Shipped,05/30/2024
2000306,SKU036553,sku_description_36553,2,3,1270.77,BOPIS,Store H,05/26/2024,33602,27.9506,-82.4572,Shipped,05/27/2024
2000307,SKU015816,sku_description_15816,1,1,544.7,STH,Store G,08/04/2024,78448,33.84639,-81.319431,Shipped,08/09/2024
2000308,SKU015661,sku_description_15661,1,2,485.94,STH,Store E,12/22/2024,86060,42.000574,-72.233997,Shipped,12/27/2024
2000308,SKU022953,sku_description_22953,2,1,520.21,STH,Store E,12/22/2024,86060,42.000574,-72.233997,Shipped,12/24/2024
2000308,SKU001687,sku_description_1687,3,4,2953.76,STH,Store E,12/22/2024,86060,42.000574,-72.233997,Shipped,12/24/2024
