Order Number,SKU,SKU Description,Prime Line Number,orderline_units_sold,Total without tax,Fulfillment Method,Ship Node Description,Order Date,Ship ZIP,Ship Latitude,Ship Longitude,Order line status,Shipment status Ship Date
2000227,SKU020037,sku_description_20037,2,1,464.97,STH,Store A,4/27/2024,76930,29.353505,-122.143323,Cancelled,
2000227,SKU017696,sku_description_17696,3,4,1926.72,STH,Store A,4/27/2024,76930,29.353505,-122.143323,Cancelled,
2000227,SKU015711,sku_description_15711,4,3,195.75,STH,Store A,4/27/2024,76930,29.353505,-122.143323,Cancelled,
2000227,SKU013857,sku_description_13857,5,1,60.6,STH,Store A,4/27/2024,76930,29.353505,-122.143323,Cancelled,
2000228,SKU000184,sku_description_184,1,2,1404.48,BOPIS,Store A,10/28/2024,55401,44.9833,-93.2667,Shipped,10/29/2024
2000228,SKU005800,sku_description_5800,2,4,533.96,BOPIS,Store A,10/28/2024,55401,44.9833,-93.2667,Shipped,10/29/2024
2000228,SKU020372,sku_description_20372,3,1,334.7,BOPIS,Store A,10/28/2024,55401,44.9833,-93.2667,Shipped,11/2/2024
2000228,SKU016377,sku_description_16377,4,1,126.28,BOPIS,Store A,10/28/2024,55401,44.9833,-93.2667,Shipped,10/29/2024
2000229,SKU028804,sku_description_28804,1,3,1791.12,BOPIS,Store J,4/22/2024,02108,42.3601,-71.0589,Shipped,4/23/2024
2000229,SKU001540,sku_description_1540,2,1,421.56,BOPIS,Store J,4/22/2024,02108,42.3601,-71.0589,Shipped,4/25/2024
2000229,SKU021356,sku_description_21356,3,2,243.52,BOPIS,Store J,4/22/2024,02108,42.3601,-71.0589,Shipped,4/27/2024
2000229,SKU023172,sku_description_23172,4,2,439,BOPIS,Store J,4/22/2024,02108,42.3601,-71.0589,Shipped,4/23/2024
2000230,SKU005330,sku_description_5330,1,1,409.84,BOPIS,Store B,1/4/2024,60601,41.8837,-87.6233,Shipped,1/6/2024
2000230,SKU021233,sku_description_21233,2,1,593.07,BOPIS,Store B,1/4/2024,60601,41.8837,-87.6233,Shipped,1/8/2024
2000230,SKU039137,sku_description_39137,3,3,1858.11,BOPIS,Store B,1/4/2024,60601,41.8837,-87.6233,Shipped,1/7/2024
2000231,SKU038027,sku_description_38027,1,2,1000.9,STH,Store J,2/6/2024,12098,46.805582,-72.993102,Shipped,2/7/2024
2000231,SKU005536,sku_description_5536,2,1,86.14,STH,Store J,2/6/2024,12098,46.805582,-72.993102,Shipped,2/9/2024
2000231,SKU015866,sku_description_15866,3,4,257.04,STH,Store J,2/6/2024,12098,46.805582,-72.993102,Shipped,2/7/2024
2000232,SKU019819,sku_description_19819,1,1,288.99,BOPIS,Store J,12/28/2024,02108,42.3601,-71.0589,Shipped,12/29/2024
2000232,SKU006779,sku_description_6779,2,1,791.46,BOPIS,Store J,12/28/2024,02108,42.3601,-71.0589,Shipped,12/31/2024
2000232,SKU022760,sku_description_22760,3,4,2033.36,BOPIS,Store J,12/28/2024,02108,42.3601,-71.0589,Shipped,12/30/2024
2000232,SKU019506,sku_description_19506,4,2,7.6,BOPIS,Store J,12/28/2024,02108,42.3601,-71.0589,Shipped,12/31/2024
2000232,SKU041286,sku_description_41286,5,2,971.28,BOPIS,Store J,12/28/2024,02108,42.3601,-71.0589,Shipped,12/30/2024
2000232,SKU006789,sku_description_6789,6,3,2042.73,BOPIS,Store J,12/28/2024,02108,42.3601,-71.0589,Shipped,1/1/2025
2000232,SKU005836,sku_description_5836,7,3,1432.65,BOPIS,Store J,12/28/2024,02108,42.3601,-71.0589,Shipped,1/2/2025
2000233,SKU036987,sku_description_36987,1,4,3036.16,STH,Store J,11/19/2024,05955,45.32226,-89.795843,Cancelled,
2000234,SKU041485,sku_description_41485,1,2,309.86,STH,Store C,1/31/2024,76059,42.681968,-87.499189,Cancelled,
2000234,SKU019731,sku_description_19731,2,3,1200.99,STH,Store C,1/31/2024,76059,42.681968,-87.499189,Cancelled,
2000235,SKU011264,sku_description_11264,1,2,704.7,STH,Store J,4/27/2024,23402,31.874888,-110.014667,Cancelled,
2000236,SKU034248,sku_description_34248,1,4,568.12,BOPIS,Store G,2/4/2024,32202,30.3322,-81.6557,Shipped,2/6/2024
2000236,SKU025483,sku_description_25483,2,3,229.89,BOPIS,Store G,2/4/2024,32202,30.3322,-81.6557,Shipped,2/6/2024
2000236,SKU024367,sku_description_24367,3,2,115.9,BOPIS,Store G,2/4/2024,32202,30.3322,-81.6557,Shipped,2/9/2024
2000236,SKU033175,sku_description_33175,4,4,2501.4,BOPIS,Store G,2/4/2024,32202,30.3322,-81.6557,Shipped,2/5/2024
2000236,SKU025660,sku_description_25660,5,3,407.16,BOPIS,Store G,2/4/2024,32202,30.3322,-81.6557,Shipped,2/7/2024
2000236,SKU010995,sku_description_10995,6,3,2090.16,BOPIS,Store G,2/4/2024,32202,30.3322,-81.6557,Shipped,2/6/2024
2000236,SKU016579,sku_description_16579,7,3,124.14,BOPIS,Store G,2/4/2024,32202,30.3322,-81.6557,Shipped,2/9/2024
2000237,SKU032060,sku_description_32060,1,3,70.17,STH,Store B,1/17/2024,35066,40.996385,-83.690687,Cancelled,
2000237,SKU002594,sku_description_2594,2,2,835.16,STH,Store B,1/17/2024,35066,40.996385,-83.690687,Cancelled,
2000237,SKU041349,sku_description_41349,3,1,668.33,STH,Store B,1/17/2024,35066,40.996385,-83.690687,Cancelled,
2000237,SKU042470,sku_description_42470,4,3,319.83,STH,Store B,1/17/2024,35066,40.996385,-83.690687,Cancelled,
2000237,SKU031799,sku_description_31799,5,1,85.59,STH,Store B,1/17/2024,35066,40.996385,-83.690687,Cancelled,
2000237,SKU004359,sku_description_4359,6,4,1834.28,STH,Store B,1/17/2024,35066,40.996385,-83.690687,Cancelled,
2000238,SKU040216,sku_description_40216,1,4,1315.24,STH,Store H,6/18/2024,21963,41.120729,-80.649445,Shipped,6/19/2024
2000238,SKU024598,sku_description_24598,2,4,2390.16,STH,Store H,6/18/2024,21963,41.120729,-80.649445,Shipped,6/21/2024
2000238,SKU022073,sku_description_22073,3,3,483.72,STH,Store H,6/18/2024,21963,41.120729,-80.649445,Shipped,6/21/2024
2000238,SKU040515,sku_description_40515,4,4,1346.8,STH,Store H,6/18/2024,21963,41.120729,-80.649445,Shipped,6/23/2024
2000239,SKU000220,sku_description_220,1,2,1359.66,BOPIS,Store A,2/6/2024,55401,44.9833,-93.2667,Shipped,2/10/2024
2000239,SKU030312,sku_description_30312,2,3,1926.3,BOPIS,Store A,2/6/2024,55401,44.9833,-93.2667,Shipped,2/7/2024
2000239,SKU014478,sku_description_14478,3,3,2336.34,BOPIS,Store A,2/6/2024,55401,44.9833,-93.2667,Shipped,2/9/2024
2000239,SKU008769,sku_description_8769,4,4,1282.6,BOPIS,Store A,2/6/2024,55401,44.9833,-93.2667,Shipped,2/9/2024
2000240,SKU042347,sku_description_42347,1,3,1175.61,STH,Store G,9/20/2024,15391,48.081168,-80.945396,Cancelled,
2000241,SKU025427,sku_description_25427,1,2,69.64,STH,Store C,5/1/2024,68104,46.291394,-83.73864,Cancelled,
2000241,SKU017964,sku_description_17964,2,1,289.1,STH,Store C,5/1/2024,68104,46.291394,-83.73864,Cancelled,
2000242,SKU016082,sku_description_16082,1,1,200.56,BOPIS,Store F,5/22/2024,37219,36.1627,-86.7816,Shipped,5/26/2024
2000243,SKU032472,sku_description_32472,1,3,696.75,STH,Store C,12/8/2024,52908,37.492132,-96.656529,Shipped,12/10/2024
2000243,SKU026139,sku_description_26139,2,1,571.96,STH,Store C,12/8/2024,52908,37.492132,-96.656529,Shipped,12/10/2024
2000243,SKU032896,sku_description_32896,3,3,1147.14,STH,Store C,12/8/2024,52908,37.492132,-96.656529,Shipped,12/11/2024
2000243,SKU042319,sku_description_42319,4,2,263.96,STH,Store C,12/8/2024,52908,37.492132,-96.656529,Shipped,12/11/2024
2000243,SKU013928,sku_description_13928,5,2,63.36,STH,Store C,12/8/2024,52908,37.492132,-96.656529,Shipped,12/12/2024
2000243,SKU032618,sku_description_32618,6,4,516.32,STH,Store C,12/8/2024,52908,37.492132,-96.656529,Shipped,12/11/2024
2000243,SKU027814,sku_description_27814,7,4,2627.52,STH,Store C,12/8/2024,52908,37.492132,-96.656529,Shipped,12/10/2024
2000244,SKU009880,sku_description_9880,1,3,1335.54,BOPIS,Store I,9/5/2024,28202,35.2271,-80.8431,Cancelled,
2000244,SKU003349,sku_description_3349,2,2,506.24,BOPIS,Store I,9/5/2024,28202,35.2271,-80.8431,Cancelled,
2000244,SKU025507,sku_description_25507,3,1,596.61,BOPIS,Store I,9/5/2024,28202,35.2271,-80.8431,Cancelled,
2000244,SKU041679,sku_description_41679,4,1,134.1,BOPIS,Store I,9/5/2024,28202,35.2271,-80.8431,Cancelled,
2000244,SKU014946,sku_description_14946,5,3,2395.86,BOPIS,Store I,9/5/2024,28202,35.2271,-80.8431,Cancelled,
2000245,SKU028764,sku_description_28764,1,1,633.7,STH,Store F,4/19/2024,03161,46.685335,-96.83821,Shipped,4/24/2024
2000245,SKU024042,sku_description_24042,2,2,574.24,STH,Store F,4/19/2024,03161,46.685335,-96.83821,Shipped,4/20/2024
2000245,SKU025483,sku_description_25483,3,3,229.89,STH,Store F,4/19/2024,03161,46.685335,-96.83821,Shipped,4/23/2024
2000245,SKU015845,sku_description_15845,4,3,117.75,STH,Store F,4/19/2024,03161,46.685335,-96.83821,Shipped,4/23/2024
2000245,SKU032667,sku_description_32667,5,3,1551.6,STH,Store F,4/19/2024,03161,46.685335,-96.83821,Shipped,4/21/2024
2000246,SKU038207,sku_description_38207,1,3,2374.11,BOPIS,Store I,10/3/2024,28202,35.2271,-80.8431,Shipped,10/8/2024
2000246,SKU033311,sku_description_33311,2,1,781.75,BOPIS,Store I,10/3/2024,28202,35.2271,-80.8431,Shipped,10/6/2024
2000246,SKU022700,sku_description_22700,3,4,2950.12,BOPIS,Store I,10/3/2024,28202,35.2271,-80.8431,Shipped,10/7/2024
2000246,SKU010508,sku_description_10508,4,4,1647.08,BOPIS,Store I,10/3/2024,28202,35.2271,-80.8431,Shipped,10/4/2024
2000246,SKU007068,sku_description_7068,5,1,399.56,BOPIS,Store I,10/3/2024,28202,35.2271,-80.8431,Shipped,10/8/2024
2000246,SKU028730,sku_description_28730,6,4,2425.08,BOPIS,Store I,10/3/2024,28202,35.2271,-80.8431,Shipped,10/6/2024
2000247,SKU001195,sku_description_1195,1,3,118.38,BOPIS,Store J,3/8/2024,02108,42.3601,-71.0589,Shipped,3/10/2024
2000247,SKU004068,sku_description_4068,2,2,1566.76,BOPIS,Store J,3/8/2024,02108,42.3601,-71.0589,Shipped,3/10/2024
2000247,SKU042958,sku_description_42958,3,2,736.6,BOPIS,Store J,3/8/2024,02108,42.3601,-71.0589,Shipped,3/13/2024
2000248,SKU021766,sku_description_21766,1,4,3130.36,STH,Store I,10/19/2024,96596,36.82165,-77.014716,Shipped,10/24/2024
2000248,SKU029951,sku_description_29951,2,3,162.81,STH,Store I,10/19/2024,96596,36.82165,-77.014716,Shipped,10/24/2024
2000248,SKU023012,sku_description_23012,3,3,1268.25,STH,Store I,10/19/2024,96596,36.82165,-77.014716,Shipped,10/20/2024
2000248,SKU002370,sku_description_2370,4,4,2336.6,STH,Store I,10/19/2024,96596,36.82165,-77.014716,Shipped,10/24/2024
2000248,SKU039734,sku_description_39734,5,1,601.67,STH,Store I,10/19/2024,96596,36.82165,-77.014716,Shipped,10/20/2024
2000248,SKU014847,sku_description_14847,6,3,880.53,STH,Store I,10/19/2024,96596,36.82165,-77.014716,Shipped,10/24/2024
2000248,SKU023369,sku_description_23369,7,2,39.26,STH,Store I,10/19/2024,96596,36.82165,-77.014716,Shipped,10/22/2024
2000249,SKU028673,sku_description_28673,1,3,1834.08,BOPIS,Store F,10/22/2024,37219,36.1627,-86.7816,Shipped,10/25/2024
2000249,SKU031423,sku_description_31423,2,2,843.84,BOPIS,Store F,10/22/2024,37219,36.1627,-86.7816,Shipped,10/25/2024
2000249,SKU015321,sku_description_15321,3,3,1880.52,BOPIS,Store F,10/22/2024,37219,36.1627,-86.7816,Shipped,10/27/2024
2000249,SKU031447,sku_description_31447,4,1,401.09,BOPIS,Store F,10/22/2024,37219,36.1627,-86.7816,Shipped,10/24/2024
2000249,SKU032308,sku_description_32308,5,2,1571.08,BOPIS,Store F,10/22/2024,37219,36.1627,-86.7816,Shipped,10/26/2024
2000249,SKU007039,sku_description_7039,6,1,431.54,BOPIS,Store F,10/22/2024,37219,36.1627,-86.7816,Shipped,10/27/2024
2000250,SKU013254,sku_description_13254,1,1,236.9,STH,Store B,8/30/2024,27535,41.78398,-101.615423,Shipped,9/4/2024
2000250,SKU003754,sku_description_3754,2,3,1661.31,STH,Store B,8/30/2024,27535,41.78398,-101.615423,Shipped,9/4/2024
2000250,SKU001143,sku_description_1143,3,3,1630.14,STH,Store B,8/30/2024,27535,41.78398,-101.615423,Shipped,9/4/2024
2000250,SKU004111,sku_description_4111,4,4,1809.76,STH,Store B,8/30/2024,27535,41.78398,-101.615423,Shipped,9/4/2024
2000250,SKU028149,sku_description_28149,5,4,100.04,STH,Store B,8/30/2024,27535,41.78398,-101.615423,Shipped,8/31/2024
2000250,SKU037817,sku_description_37817,6,4,2234.44,STH,Store B,8/30/2024,27535,41.78398,-101.615423,Shipped,9/1/2024
2000251,SKU034914,sku_description_34914,1,3,1629.99,STH,Store D,5/4/2024,26294,26.477001,-94.502973,Shipped,5/7/2024
2000251,SKU003300,sku_description_3300,2,2,1287.28,STH,Store D,5/4/2024,26294,26.477001,-94.502973,Shipped,5/9/2024
2000251,SKU033560,sku_description_33560,3,3,863.73,STH,Store D,5/4/2024,26294,26.477001,-94.502973,Shipped,5/6/2024
2000251,SKU018451,sku_description_18451,4,1,128.26,STH,Store D,5/4/2024,26294,26.477001,-94.502973,Shipped,5/9/2024
2000251,SKU039298,sku_description_39298,5,4,2444.48,STH,Store D,5/4/2024,26294,26.477001,-94.502973,Shipped,5/7/2024
2000251,SKU036964,sku_description_36964,6,1,504.36,STH,Store D,5/4/2024,26294,26.477001,-94.502973,Shipped,5/7/2024
2000252,SKU014946,sku_description_14946,1,1,798.62,BOPIS,Store A,8/30/2024,55401,44.9833,-93.2667,Shipped,9/4/2024
2000252,SKU018003,sku_description_18003,2,2,758.22,BOPIS,Store A,8/30/2024,55401,44.9833,-93.2667,Shipped,9/4/2024
2000252,SKU035616,sku_description_35616,3,3,2095.44,BOPIS,Store A,8/30/2024,55401,44.9833,-93.2667,Shipped,9/1/2024
2000252,SKU027243,sku_description_27243,4,1,68.13,BOPIS,Store A,8/30/2024,55401,44.9833,-93.2667,Shipped,9/1/2024
2000252,SKU002317,sku_description_2317,5,4,887.84,BOPIS,Store A,8/30/2024,55401,44.9833,-93.2667,Shipped,9/1/2024
2000252,SKU020846,sku_description_20846,6,4,3010.4,BOPIS,Store A,8/30/2024,55401,44.9833,-93.2667,Shipped,9/1/2024
2000253,SKU009464,sku_description_9464,1,4,1564.6,BOPIS,Store G,7/27/2024,32202,30.3322,-81.6557,Cancelled,
2000253,SKU022493,sku_description_22493,2,3,2088.63,BOPIS,Store G,7/27/2024,32202,30.3322,-81.6557,Cancelled,
2000253,SKU000488,sku_description_488,3,1,226.93,BOPIS,Store G,7/27/2024,32202,30.3322,-81.6557,Cancelled,
2000253,SKU011718,sku_description_11718,4,4,2228.96,BOPIS,Store G,7/27/2024,32202,30.3322,-81.6557,Cancelled,
2000253,SKU036947,sku_description_36947,5,3,961.17,BOPIS,Store G,7/27/2024,32202,30.3322,-81.6557,Cancelled,
2000254,SKU013081,sku_description_13081,1,2,441.04,STH,Store E,4/7/2024,51282,38.285951,-69.308524,Cancelled,
2000254,SKU012595,sku_description_12595,2,3,189.09,STH,Store E,4/7/2024,51282,38.285951,-69.308524,Cancelled,
2000255,SKU007585,sku_description_7585,1,1,429.04,STH,Store A,2/18/2024,14019,27.500399,-98.419443,Shipped,2/20/2024
2000255,SKU017953,sku_description_17953,2,3,170.82,STH,Store A,2/18/2024,14019,27.500399,-98.419443,Shipped,2/19/2024
2000255,SKU014189,sku_description_14189,3,4,956.16,STH,Store A,2/18/2024,14019,27.500399,-98.419443,Shipped,2/23/2024
2000255,SKU038071,sku_description_38071,4,1,408.61,STH,Store A,2/18/2024,14019,27.500399,-98.419443,Shipped,2/23/2024
2000255,SKU036553,sku_description_36553,5,1,423.59,STH,Store A,2/18/2024,14019,27.500399,-98.419443,Shipped,2/23/2024
2000255,SKU009182,sku_description_9182,6,1,328.08,STH,Store A,2/18/2024,14019,27.500399,-98.419443,Shipped,2/21/2024
2000255,SKU040516,sku_description_40516,7,3,1818.09,STH,Store A,2/18/2024,14019,27.500399,-98.419443,Shipped,2/23/2024
2000256,SKU029320,sku_description_29320,1,4,1630.4,STH,Store D,2/19/2024,14328,32.52576,-114.520603,Shipped,2/20/2024
2000257,SKU028578,sku_description_28578,1,1,656.92,STH,Store B,12/3/2024,39866,27.596222,-110.589231,Shipped,12/4/2024
2000257,SKU001549,sku_description_1549,2,4,150.4,STH,Store B,12/3/2024,39866,27.596222,-110.589231,Shipped,12/8/2024
2000258,SKU011124,sku_description_11124,1,1,508.48,STH,Store I,8/8/2024,85766,30.268089,-103.931054,Shipped,8/10/2024
2000258,SKU025607,sku_description_25607,2,1,736.64,STH,Store I,8/8/2024,85766,30.268089,-103.931054,Shipped,8/9/2024
2000258,SKU036333,sku_description_36333,3,2,400.02,STH,Store I,8/8/2024,85766,30.268089,-103.931054,Shipped,8/9/2024
2000258,SKU041089,sku_description_41089,4,1,370,STH,Store I,8/8/2024,85766,30.268089,-103.931054,Shipped,8/12/2024
2000259,SKU030049,sku_description_30049,1,4,1867.52,STH,Store E,6/30/2024,57090,34.195967,-77.754307,Shipped,7/4/2024
2000259,SKU023978,sku_description_23978,2,2,1581.26,STH,Store E,6/30/2024,57090,34.195967,-77.754307,Shipped,7/5/2024
2000259,SKU031032,sku_description_31032,3,1,729.68,STH,Store E,6/30/2024,57090,34.195967,-77.754307,Shipped,7/4/2024
2000259,SKU038937,sku_description_38937,4,4,1579.88,STH,Store E,6/30/2024,57090,34.195967,-77.754307,Shipped,7/4/2024
2000259,SKU006454,sku_description_6454,5,1,258.28,STH,Store E,6/30/2024,57090,34.195967,-77.754307,Shipped,7/3/2024
2000259,SKU024407,sku_description_24407,6,3,2394.15,STH,Store E,6/30/2024,57090,34.195967,-77.754307,Shipped,7/3/2024
2000260,SKU006626,sku_description_6626,1,2,279.66,STH,Store I,8/4/2024,50022,48.599369,-120.166897,Shipped,8/5/2024
2000260,SKU022338,sku_description_22338,2,1,129.22,STH,Store I,8/4/2024,50022,48.599369,-120.166897,Shipped,8/9/2024
2000260,SKU037505,sku_description_37505,3,3,602.91,STH,Store I,8/4/2024,50022,48.599369,-120.166897,Shipped,8/5/2024
2000260,SKU004360,sku_description_4360,4,1,150.32,STH,Store I,8/4/2024,50022,48.599369,-120.166897,Shipped,8/8/2024
2000261,SKU015111,sku_description_15111,1,3,1839.15,STH,Store C,7/29/2024,21800,45.424473,-83.008905,Cancelled,
2000261,SKU021565,sku_description_21565,2,2,226.96,STH,Store C,7/29/2024,21800,45.424473,-83.008905,Cancelled,
2000261,SKU037041,sku_description_37041,3,1,663.89,STH,Store C,7/29/2024,21800,45.424473,-83.008905,Cancelled,
2000262,SKU042418,sku_description_42418,1,2,1086.32,STH,Store H,8/27/2024,81933,30.278453,-75.721016,Cancelled,
2000262,SKU014625,sku_description_14625,2,4,1492.4,STH,Store H,8/27/2024,81933,30.278453,-75.721016,Cancelled,
2000262,SKU016646,sku_description_16646,3,1,781.34,STH,Store H,8/27/2024,81933,30.278453,-75.721016,Cancelled,
2000262,SKU024021,sku_description_24021,4,3,912.78,STH,Store H,8/27/2024,81933,30.278453,-75.721016,Cancelled,
2000262,SKU008366,sku_description_8366,5,4,2446.4,STH,Store H,8/27/2024,81933,30.278453,-75.721016,Cancelled,
2000263,SKU030049,sku_description_30049,1,3,1400.64,BOPIS,Store B,1/28/2024,60601,41.8837,-87.6233,Cancelled,
2000263,SKU022631,sku_description_22631,2,3,2058.9,BOPIS,Store B,1/28/2024,60601,41.8837,-87.6233,Cancelled,
2000263,SKU008373,sku_description_8373,3,3,957.96,BOPIS,Store B,1/28/2024,60601,41.8837,-87.6233,Cancelled,
2000263,SKU027952,sku_description_27952,4,4,1677.84,BOPIS,Store B,1/28/2024,60601,41.8837,-87.6233,Cancelled,
2000264,SKU017330,sku_description_17330,1,2,435.92,STH,Store G,12/10/2024,61917,34.901598,-93.326812,Shipped,12/14/2024
2000264,SKU028880,sku_description_28880,2,2,841.04,STH,Store G,12/10/2024,61917,34.901598,-93.326812,Shipped,12/12/2024
2000265,SKU029732,sku_description_29732,1,2,551.66,STH,Store G,11/30/2024,85261,42.900241,-110.964644,Cancelled,
2000265,SKU033112,sku_description_33112,2,3,411.81,STH,Store G,11/30/2024,85261,42.900241,-110.964644,Cancelled,
2000265,SKU000285,sku_description_285,3,1,463.89,STH,Store G,11/30/2024,85261,42.900241,-110.964644,Cancelled,
2000265,SKU026401,sku_description_26401,4,4,1519.88,STH,Store G,11/30/2024,85261,42.900241,-110.964644,Cancelled,
2000265,SKU013754,sku_description_13754,5,1,189.93,STH,Store G,11/30/2024,85261,42.900241,-110.964644,Cancelled,
2000265,SKU002148,sku_description_2148,6,4,1152.68,STH,Store G,11/30/2024,85261,42.900241,-110.964644,Cancelled,
2000266,SKU000551,sku_description_551,1,2,835.14,STH,Store G,11/26/2024,81529,29.308653,-111.630692,Shipped,11/27/2024
2000266,SKU019041,sku_description_19041,2,2,1134.86,STH,Store G,11/26/2024,81529,29.308653,-111.630692,Shipped,11/30/2024
2000266,SKU015184,sku_description_15184,3,4,1650.16,STH,Store G,11/26/2024,81529,29.308653,-111.630692,Shipped,11/27/2024
2000266,SKU013312,sku_description_13312,4,4,1477.16,STH,Store G,11/26/2024,81529,29.308653,-111.630692,Shipped,11/28/2024
2000266,SKU015405,sku_description_15405,5,4,2984.12,STH,Store G,11/26/2024,81529,29.308653,-111.630692,Shipped,11/27/2024
2000266,SKU021050,sku_description_21050,6,4,86.52,STH,Store G,11/26/2024,81529,29.308653,-111.630692,Shipped,11/30/2024
2000266,SKU001297,sku_description_1297,7,3,409.44,STH,Store G,11/26/2024,81529,29.308653,-111.630692,Shipped,11/28/2024
2000267,SKU027197,sku_description_27197,1,3,1860.03,STH,Store J,2/20/2024,65736,26.546564,-104.492113,Shipped,2/23/2024
2000267,SKU042553,sku_description_42553,2,2,1452.26,STH,Store J,2/20/2024,65736,26.546564,-104.492113,Shipped,2/24/2024
2000268,SKU017413,sku_description_17413,1,3,397.77,STH,Store F,2/1/2024,53970,41.607482,-102.185237,Cancelled,
2000268,SKU029044,sku_description_29044,2,2,1559.2,STH,Store F,2/1/2024,53970,41.607482,-102.185237,Cancelled,
2000268,SKU017330,sku_description_17330,3,3,653.88,STH,Store F,2/1/2024,53970,41.607482,-102.185237,Cancelled,
2000268,SKU008973,sku_description_8973,4,2,444.32,STH,Store F,2/1/2024,53970,41.607482,-102.185237,Cancelled,
2000268,SKU021959,sku_description_21959,5,1,560.29,STH,Store F,2/1/2024,53970,41.607482,-102.185237,Cancelled,
2000268,SKU014727,sku_description_14727,6,3,1395.39,STH,Store F,2/1/2024,53970,41.607482,-102.185237,Cancelled,
2000268,SKU042014,sku_description_42014,7,3,751.59,STH,Store F,2/1/2024,53970,41.607482,-102.185237,Cancelled,
2000269,SKU028541,sku_description_28541,1,2,592.5,STH,Store E,7/25/2024,80934,29.133624,-108.844106,Shipped,7/30/2024
2000270,SKU028051,sku_description_28051,1,3,581.76,STH,Store E,6/22/2024,46729,39.079468,-117.089101,Cancelled,
2000270,SKU003093,sku_description_3093,2,2,642.06,STH,Store E,6/22/2024,46729,39.079468,-117.089101,Cancelled,
2000270,SKU021655,sku_description_21655,3,2,1214.96,STH,Store E,6/22/2024,46729,39.079468,-117.089101,Cancelled,
2000270,SKU035481,sku_description_35481,4,3,352.32,STH,Store E,6/22/2024,46729,39.079468,-117.089101,Cancelled,
2000271,SKU032419,sku_description_32419,1,1,428.07,STH,Store D,2/25/2024,58483,34.555752,-113.538842,Cancelled,
2000271,SKU000019,sku_description_19,2,3,1041.78,STH,Store D,2/25/2024,58483,34.555752,-113.538842,Cancelled,
2000272,SKU026923,sku_description_26923,1,4,877.92,STH,Store I,5/7/2024,08446,35.289071,-121.450093,Cancelled,
2000272,SKU002241,sku_description_2241,2,3,1908.84,STH,Store I,5/7/2024,08446,35.289071,-121.450093,Cancelled,
2000272,SKU032973,sku_description_32973,3,1,264.98,STH,Store I,5/7/2024,08446,35.289071,-121.450093,Cancelled,
2000273,SKU018216,sku_description_18216,1,4,1051.76,BOPIS,Store G,4/8/2024,32202,30.3322,-81.6557,Shipped,4/10/2024
2000273,SKU013405,sku_description_13405,2,3,646.32,BOPIS,Store G,4/8/2024,32202,30.3322,-81.6557,Shipped,4/11/2024
2000273,SKU033766,sku_description_33766,3,4,1204.04,BOPIS,Store G,4/8/2024,32202,30.3322,-81.6557,Shipped,4/9/2024
2000273,SKU031206,sku_description_31206,4,1,675.04,BOPIS,Store G,4/8/2024,32202,30.3322,-81.6557,Shipped,4/11/2024
2000273,SKU022785,sku_description_22785,5,1,237.9,BOPIS,Store G,4/8/2024,32202,30.3322,-81.6557,Shipped,4/10/2024
2000274,SKU000014,sku_description_14,1,1,172.23,STH,Store C,4/7/2024,55371,41.181026,-76.912427,Shipped,4/8/2024
2000274,SKU025427,sku_description_25427,2,3,104.46,STH,Store C,4/7/2024,55371,41.181026,-76.912427,Shipped,4/8/2024
2000274,SKU019348,sku_description_19348,3,1,467.91,STH,Store C,4/7/2024,55371,41.181026,-76.912427,Shipped,4/10/2024
2000274,SKU039987,sku_description_39987,4,2,124.64,STH,Store C,4/7/2024,55371,41.181026,-76.912427,Shipped,4/9/2024
2000275,SKU033680,sku_description_33680,1,4,348.76,STH,Store B,10/1/2024,28591,38.514065,-113.802428,Cancelled,
2000275,SKU017611,sku_description_17611,2,1,39.13,STH,Store B,10/1/2024,28591,38.514065,-113.802428,Cancelled,
2000275,SKU041418,sku_description_41418,3,3,33.66,STH,Store B,10/1/2024,28591,38.514065,-113.802428,Cancelled,
2000276,SKU025077,sku_description_25077,1,4,3154.28,STH,Store J,8/17/2024,55539,47.405738,-90.227475,Cancelled,
2000276,SKU005058,sku_description_5058,2,1,223.57,STH,Store J,8/17/2024,55539,47.405738,-90.227475,Cancelled,
2000276,SKU000717,sku_description_717,3,2,1330,STH,Store J,8/17/2024,55539,47.405738,-90.227475,Cancelled,
2000276,SKU004663,sku_description_4663,4,1,370.34,STH,Store J,8/17/2024,55539,47.405738,-90.227475,Cancelled,
2000277,SKU019981,sku_description_19981,1,1,712.3,STH,Store F,3/12/2024,21043,26.724693,-90.196888,Shipped,3/14/2024
2000277,SKU014222,sku_description_14222,2,3,2367.48,STH,Store F,3/12/2024,21043,26.724693,-90.196888,Shipped,3/14/2024
2000277,SKU025081,sku_description_25081,3,3,2307.99,STH,Store F,3/12/2024,21043,26.724693,-90.196888,Shipped,3/14/2024
2000277,SKU020247,sku_description_20247,4,1,422.02,STH,Store F,3/12/2024,21043,26.724693,-90.196888,Shipped,3/16/2024
2000278,SKU036811,sku_description_36811,1,3,1652.79,BOPIS,Store D,8/4/2024,15222,40.4406,-79.9959,Shipped,8/6/2024
2000278,SKU026554,sku_description_26554,2,4,203.56,BOPIS,Store D,8/4/2024,15222,40.4406,-79.9959,Shipped,8/9/2024
2000278,SKU004281,sku_description_4281,3,2,265.28,BOPIS,Store D,8/4/2024,15222,40.4406,-79.9959,Shipped,8/5/2024
